index,beer_name,beer_abv,beer_ibu,beer_style
2733,Yakima Glory,8.7,0.0,American-Style India Black Ale
2734,Cricket's Nocturne,4.5,19.0,American-Style Dark Lager
2735,Samael's Oak-aged Ale,14.5,41.0,Strong Ale
2736,Old Jubilation Ale,8.0,30.0,Strong Ale
2737,Foreign Extra Stout,7.5,0.0,Foreign (Export)-Style Stout
2738,Alta Gracia Coffee Porter,0.0,0.0,Porter
2739,Sly Rye Porter,5.7,28.0,Porter
2740,Beck's Light,0.0,0.0,European Low-Alcohol Lager
2741,Guinness Draught,4.3,0.0,Classic Irish-Style Dry Stout
2742,Summer Teeth,5.3,0.0,Kellerbier - Ale
2743,Dank,9.2,0.0,Imperial or Double Red Ale
2744,Dark Element,8.75,65.5,Specialty Beer
2745,Dark Mild,3.2,0.0,English-Style Dark Mild Ale
2746,Black Creek Porter,0.0,0.0,Smoke Beer
2747,Koshihikari Echigo Beer,5.0,0.0,Out of Category
2748,Full Boar,0.0,0.0,Out of Category
2749,Ambr,0.0,0.0,Out of Category
2750,Abita Amber,0.0,0.0,Vienna-Style Lager
2751,Wheat,0.0,0.0,Vienna-Style Lager
2752,Honey Rye Ale,0.0,0.0,Specialty Honey Lager or Ale
2753,Abhi beer,0.0,0.0,Bamberg-Style Bock Rauchbier
